UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Failure_Probability,Risk Score,Decision,Expected Cost,Savings
8501,L55680,L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,0,0.002662166602185445,0.2662166602185445,NO ACTION,13.310833010927224,0
8502,L55681,L,298.4,309.7,1581,34.6,150,0,0,0,0,0,0,0,0.0018313333601786257,0.18313333601786258,NO ACTION,9.15666680089313,0
8503,H37916,H,298.6,309.8,1279,55.9,152,0,0,0,0,0,0,0,0.021880054002287833,2.1880054002287834,NO ACTION,109.40027001143916,0
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,0,0.0030888353790612688,0.3088835379061269,NO ACTION,15.444176895306343,0
8505,L55684,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,0,0.002044032434077893,0.2044032434077893,NO ACTION,10.220162170389465,0
8506,L55685,L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,0,0.003541037611810571,0.3541037611810571,NO ACTION,17.705188059052855,0
8507,L55686,L,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,1,0.0013981415266382435,0.13981415266382435,NO ACTION,6.990707633191217,0
8508,L55687,L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,0,0.0045204586700774135,0.45204586700774135,NO ACTION,22.602293350387068,0
8509,M23368,M,298.4,309.7,1679,33.3,167,0,0,0,0,0,0,0,0.004887437695541074,0.4887437695541074,NO ACTION,24.43718847770537,0
8510,M23369,M,298.4,309.7,1870,22.5,170,0,0,0,0,0,0,0,0.0023235515152284637,0.23235515152284636,NO ACTION,11.617757576142319,0
8511,L55690,L,298.3,309.7,1484,44.3,173,0,0,0,0,0,0,0,0.010728996538965814,1.0728996538965814,NO ACTION,53.64498269482907,0
8512,L55691,L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,0,0.008569302827203749,0.8569302827203749,NO ACTION,42.84651413601875,0
8513,H37926,H,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,0,0.002742019659684196,0.2742019659684196,NO ACTION,13.71009829842098,0
8514,M23373,M,298.2,309.5,1478,36.5,182,0,0,0,0,0,0,0,0.0014792932713126262,0.1479293271312626,NO ACTION,7.396466356563131,0
8515,L55694,L,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,0,0.02125174554887277,2.125174554887277,NO ACTION,106.25872774436385,0
8516,L55695,L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,0,0.013184020439932812,1.318402043993281,NO ACTION,65.92010219966406,0
8517,L55696,L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,0,0.0006055306010707596,0.060553060107075965,NO ACTION,3.027653005353798,0
8518,M23377,M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,0,0.18446397660404562,18.44639766040456,NO ACTION,922.3198830202281,0
8519,M23378,M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,0,0.0013186292300755515,0.13186292300755514,NO ACTION,6.593146150377757,0
8520,L55699,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,0,0.007380228229569474,0.7380228229569473,NO ACTION,36.90114114784737,0
8521,M23380,M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,0,0.14292713728544515,14.292713728544514,NO ACTION,714.6356864272258,0
8522,L55701,L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,0,0.031179146746975545,3.1179146746975546,NO ACTION,155.89573373487772,0
8523,H37936,H,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,0,0.00014536010680894245,0.014536010680894244,NO ACTION,0.7268005340447122,0
8524,H37937,H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,0,0.0013892031685681428,0.13892031685681427,NO ACTION,6.946015842840714,0
8525,L55704,L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,0,0.0023220815371216793,0.23220815371216794,NO ACTION,11.610407685608397,0
8526,L55705,L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,0,0.004545821004255438,0.4545821004255438,NO ACTION,22.729105021277192,0
8527,L55706,L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,0,0.0059424328187320866,0.5942432818732086,NO ACTION,29.712164093660434,0
8528,L55707,L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,0,0.0005485825427246692,0.05485825427246692,NO ACTION,2.7429127136233458,0
8529,L55708,L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,0,0.00029247740676254354,0.029247740676254352,NO ACTION,1.4623870338127176,0
8530,M23389,M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,0,0.007982938307998788,0.7982938307998788,NO ACTION,39.91469153999394,0
8531,M23390,M,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,0,0.0003661042470201199,0.03661042470201199,NO ACTION,1.8305212351005997,0
8532,L55711,L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,0,0.0035050579834997844,0.35050579834997847,NO ACTION,17.525289917498924,0
8533,L55712,L,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,0,0.008388244408251658,0.8388244408251657,NO ACTION,41.941222041258285,0
8534,M23393,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,0,0.0009230239930802653,0.09230239930802653,NO ACTION,4.615119965401327,0
8535,M23394,M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,0,0.0008003454233687316,0.08003454233687315,NO ACTION,4.001727116843658,0
8536,L55715,L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,0,0.006378862055799309,0.6378862055799308,NO ACTION,31.894310278996542,0
8537,M23396,M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,0,0.0019523286739632005,0.19523286739632004,NO ACTION,9.761643369816003,0
8538,L55717,L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,0,0.0010048493501327868,0.10048493501327868,NO ACTION,5.024246750663934,0
8539,L55718,L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,0,0.0010229265622236953,0.10229265622236954,NO ACTION,5.114632811118477,0
8540,L55719,L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,0,0.0014638957728316394,0.14638957728316393,NO ACTION,7.319478864158197,0
8541,L55720,L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,0,0.0005206443900133049,0.05206443900133049,NO ACTION,2.603221950066524,0
8542,L55721,L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,0,0.000286080168335774,0.0286080168335774,NO ACTION,1.43040084167887,0
8543,H37956,H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,0,0.0003598854602204428,0.03598854602204428,NO ACTION,1.7994273011022142,0
8544,M23403,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,0,0.0030765243414890035,0.30765243414890037,NO ACTION,15.382621707445017,0
8545,H37958,H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,0,0.0025307049883176824,0.25307049883176824,NO ACTION,12.653524941588412,0
8546,L55725,L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,0,0.0016123594331105254,0.16123594331105254,NO ACTION,8.061797165552626,0
8547,L55726,L,298.4,309.3,1716,28.4,66,0,0,0,0,0,0,0,0.0007396581144740381,0.07396581144740381,NO ACTION,3.6982905723701904,0
8548,M23407,M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0,0,0.0001274601106241274,0.01274601106241274,NO ACTION,0.637300553120637,0
8549,L55728,L,298.5,309.4,1578,36.3,71,0,0,0,0,0,0,0,0.001418174282609809,0.1418174282609809,NO ACTION,7.090871413049045,0
8550,L55729,L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,0,0.0013789925112900156,0.13789925112900156,NO ACTION,6.8949625564500785,0
8551,L55730,L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0,0,0.004708039875329288,0.4708039875329288,NO ACTION,23.54019937664644,0
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,0,0.012778112521800644,1.2778112521800644,NO ACTION,63.89056260900322,0
8553,L55732,L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0,0,0.004371666979837735,0.4371666979837735,NO ACTION,21.858334899188677,0
8554,M23413,M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,0,0.007317319712808194,0.7317319712808193,NO ACTION,36.58659856404097,0
8555,L55734,L,298.1,309.0,1592,33.9,85,0,0,0,0,0,0,0,0.001072206795303244,0.10722067953032441,NO ACTION,5.361033976516221,0
8556,L55735,L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0,0,0.0030863372324889753,0.30863372324889754,NO ACTION,15.431686162444876,0
8557,L55736,L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0,0,0.0023799828797993953,0.23799828797993952,NO ACTION,11.899914398996977,0
8558,L55737,L,298.3,309.0,1471,48.3,91,0,0,0,0,0,0,0,0.017591268042475006,1.7591268042475006,NO ACTION,87.95634021237503,0
8559,M23418,M,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,0,0.0039536186085070745,0.39536186085070746,NO ACTION,19.768093042535373,0
8560,L55739,L,298.3,309.0,1519,40.0,96,0,0,0,0,0,0,0,0.0033793908173206013,0.3379390817320601,NO ACTION,16.896954086603007,0
8561,L55740,L,298.3,309.0,1408,45.4,98,0,0,0,0,0,0,0,0.00430290809014657,0.430290809014657,NO ACTION,21.514540450732852,0
8562,L55741,L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0,0,0.001428108805619137,0.14281088056191368,NO ACTION,7.140544028095684,0
8563,L55742,L,298.1,308.9,1351,52.4,102,0,0,0,0,0,0,0,0.014861146276852661,1.4861146276852661,NO ACTION,74.30573138426331,0
8564,L55743,L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,0,0.0010494345312834065,0.10494345312834065,NO ACTION,5.247172656417033,0
8565,M23424,M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,0,0.0009131690563304034,0.09131690563304033,NO ACTION,4.565845281652017,0
8566,L55745,L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0,0,0.0010247208013365687,0.10247208013365687,NO ACTION,5.123604006682844,0
8567,M23426,M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0,0,0.001390434138378947,0.1390434138378947,NO ACTION,6.952170691894735,0
8568,L55747,L,298.0,308.7,1511,45.8,114,0,0,0,0,0,0,0,0.019387807184155084,1.9387807184155084,NO ACTION,96.93903592077542,0
8569,L55748,L,297.9,308.6,1691,29.6,116,0,0,0,0,0,0,0,0.001867570313029662,0.1867570313029662,NO ACTION,9.33785156514831,0
8570,L55749,L,297.9,308.6,1757,27.5,118,0,0,0,0,0,0,0,0.002286065053549321,0.2286065053549321,NO ACTION,11.430325267746605,0
8571,H37984,H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0,0,0.001917305897370098,0.1917305897370098,NO ACTION,9.58652948685049,0
8572,L55751,L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,0,0.030271902078553292,3.0271902078553294,NO ACTION,151.35951039276645,0
8573,M23432,M,297.7,308.5,1559,35.2,127,0,0,0,0,0,0,0,0.002070415750755079,0.2070415750755079,NO ACTION,10.352078753775396,0
8574,L55753,L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0,0,0.0021627266785909953,0.21627266785909952,NO ACTION,10.813633392954976,0
8575,L55754,L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,0,0.08155585405595525,8.155585405595525,NO ACTION,407.77927027977626,0
8576,M23435,M,297.6,308.3,1648,29.1,134,0,0,0,0,0,0,0,0.0012980639878390466,0.12980639878390465,NO ACTION,6.490319939195233,0
8577,L55756,L,297.6,308.3,1523,39.5,137,0,0,0,0,0,0,0,0.005609507423203809,0.5609507423203809,NO ACTION,28.047537116019047,0
8578,L55757,L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0,0,0.01242479794226221,1.2424797942262211,NO ACTION,62.123989711311054,0
8579,L55758,L,297.5,308.2,1489,40.7,141,0,0,0,0,0,0,0,0.005625952057493487,0.5625952057493486,NO ACTION,28.129760287467434,0
8580,M23439,M,297.4,308.1,1620,31.2,143,0,0,0,0,0,0,0,0.0019213246773232043,0.19213246773232043,NO ACTION,9.606623386616022,0
8581,L55760,L,297.5,308.1,1631,30.6,146,0,0,0,0,0,0,0,0.0020857137018341614,0.20857137018341615,NO ACTION,10.428568509170807,0
8582,M23441,M,297.5,308.0,1429,45.8,148,0,0,0,0,0,0,0,0.0149761710153413,1.49761710153413,NO ACTION,74.8808550767065,0
8583,M23442,M,297.5,308.1,1334,72.0,151,1,0,0,1,0,0,1,0.8662420740523719,86.62420740523719,IMMEDIATE ACTION,4331.21037026186,5000
8584,L55763,L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,0,0.0016630639356029308,0.1663063935602931,NO ACTION,8.315319678014655,0
8585,L55764,L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0,0,0.018066480612374532,1.8066480612374531,NO ACTION,90.33240306187267,0
8586,M23445,M,297.4,307.9,1338,48.5,158,0,0,0,0,0,0,0,0.012838253117680493,1.2838253117680494,NO ACTION,64.19126558840246,0
8587,H38000,H,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,0,0.0024712870751053347,0.24712870751053348,NO ACTION,12.356435375526674,0
8588,M23447,M,297.4,307.9,1627,34.3,166,0,0,0,0,0,0,0,0.007858670375276197,0.7858670375276198,NO ACTION,39.29335187638099,0
8589,L55768,L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0,0,0.008343658945764835,0.8343658945764835,NO ACTION,41.718294728824176,0
8590,M23449,M,297.3,307.8,1538,48.0,171,0,0,0,0,0,0,0,0.11716020310224246,11.716020310224245,NO ACTION,585.8010155112123,0
8591,L55770,L,297.4,307.9,1557,35.5,174,0,0,0,0,0,0,0,0.005477968889907767,0.5477968889907767,NO ACTION,27.389844449538835,0
8592,L55771,L,297.4,307.9,1606,33.4,176,0,0,0,0,0,0,0,0.0055261918021837775,0.5526191802183777,NO ACTION,27.630959010918886,0
8593,M23452,M,297.5,308.0,1430,44.5,178,0,0,0,0,0,0,0,0.015736676691035022,1.5736676691035023,NO ACTION,78.68338345517512,0
8594,M23453,M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0,0,0.007068321253120415,0.7068321253120415,NO ACTION,35.341606265602074,0
8595,L55774,L,297.4,308.0,1356,51.9,184,0,0,0,0,0,0,0,0.04964063440467717,4.964063440467717,NO ACTION,248.20317202338586,0
8596,M23455,M,297.5,308.2,1624,30.9,186,0,0,0,0,0,0,0,0.003233019954084838,0.3233019954084838,NO ACTION,16.16509977042419,0
8597,L55776,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0,0,0.11367978119764169,11.36797811976417,NO ACTION,568.3989059882084,0
8598,L55777,L,297.6,308.3,1410,47.0,191,0,0,0,0,0,0,0,0.024218530442600694,2.4218530442600694,NO ACTION,121.09265221300348,0
8599,L55778,L,297.6,308.3,1478,42.3,193,0,0,0,0,0,0,0,0.015008045311494904,1.5008045311494904,NO ACTION,75.04022655747453,0
8600,L55779,L,297.6,308.4,1460,40.3,195,0,0,0,0,0,0,0,0.006679003127118742,0.6679003127118742,NO ACTION,33.39501563559371,0
8601,L55780,L,297.5,308.3,1435,40.3,197,0,0,0,0,0,0,0,0.005208990217474548,0.5208990217474548,NO ACTION,26.04495108737274,0
8602,H38015,H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,0,0.013750647383703013,1.3750647383703014,NO ACTION,68.75323691851507,0
8603,L55782,L,297.4,308.1,1729,31.7,204,0,0,0,0,0,0,0,0.01681214842801589,1.681214842801589,NO ACTION,84.06074214007944,0
8604,H38017,H,297.3,308.0,1384,49.1,206,0,0,0,0,0,0,0,0.039434794604455516,3.9434794604455514,NO ACTION,197.17397302227758,0
8605,L55784,L,297.4,308.2,1297,52.1,211,0,0,0,0,0,0,0,0.03246107270749549,3.2461072707495493,NO ACTION,162.30536353747746,0
8606,L55785,L,297.5,308.4,1633,33.3,213,0,0,0,0,0,0,0,0.00820324285837188,0.820324285837188,NO ACTION,41.0162142918594,0
8607,M23466,M,297.5,308.4,1505,37.2,215,0,0,0,0,0,0,0,0.005721376352505667,0.5721376352505667,NO ACTION,28.606881762528335,0
8608,L55787,L,297.5,308.4,1433,50.0,218,0,0,0,0,0,0,0,0.08112006108957756,8.112006108957756,NO ACTION,405.6003054478878,0
8609,L55788,L,297.4,308.4,1369,50.6,220,1,0,0,0,1,0,1,0.04531440880615297,4.531440880615297,NO ACTION,226.57204403076486,0
8610,L55789,L,297.4,308.3,1475,40.5,222,1,1,0,0,0,0,1,0.011057275711126366,1.1057275711126366,NO ACTION,55.28637855563183,0
8611,L55790,L,297.4,308.3,1561,38.3,0,0,0,0,0,0,0,0,0.0008718646971254394,0.08718646971254394,NO ACTION,4.359323485627197,0
8612,L55791,L,297.4,308.3,1472,45.5,2,0,0,0,0,0,0,0,0.00233633955589562,0.23363395558956201,NO ACTION,11.681697779478101,0
8613,L55792,L,297.5,308.4,1441,44.5,4,0,0,0,0,0,0,0,0.0012708630010704036,0.12708630010704036,NO ACTION,6.354315005352018,0
8614,M23473,M,297.5,308.5,1401,50.5,6,0,0,0,0,0,0,0,0.003908308789222355,0.3908308789222355,NO ACTION,19.541543946111776,0
8615,L55794,L,297.5,308.5,1691,33.1,9,0,0,0,0,0,0,0,0.0009396492964741581,0.09396492964741582,NO ACTION,4.698246482370791,0
8616,L55795,L,297.6,308.6,1382,47.1,11,0,0,0,0,0,0,0,0.0013147398707360426,0.13147398707360425,NO ACTION,6.573699353680213,0
8617,L55796,L,297.6,308.6,1355,46.4,13,0,0,0,0,0,0,0,0.0008192659604505446,0.08192659604505446,NO ACTION,4.096329802252723,0
8618,L55797,L,297.6,308.6,1529,45.3,15,0,0,0,0,0,0,0,0.004504752998210459,0.45047529982104584,NO ACTION,22.523764991052293,0
8619,L55798,L,297.7,308.7,1829,24.9,17,0,0,0,0,0,0,0,0.0005220248193376181,0.05220248193376181,NO ACTION,2.6101240966880903,0
8620,H38033,H,297.6,308.6,1480,39.8,19,0,0,0,0,0,0,0,0.0006030232575047643,0.060302325750476435,NO ACTION,3.0151162875238215,0
8621,L55800,L,297.6,308.5,1475,42.4,24,0,0,0,0,0,0,0,0.0013582544131906006,0.13582544131906005,NO ACTION,6.791272065953003,0
8622,M23481,M,297.6,308.5,1431,52.6,26,0,0,0,0,0,0,0,0.013694954890733,1.3694954890733,NO ACTION,68.474774453665,0
8623,L55802,L,297.5,308.3,1437,42.3,29,0,0,0,0,0,0,0,0.0010109544798344355,0.10109544798344355,NO ACTION,5.054772399172178,0
8624,M23483,M,297.5,308.3,1476,45.6,31,0,0,0,0,0,0,0,0.003991914305917631,0.3991914305917631,NO ACTION,19.959571529588153,0
8625,H38038,H,297.5,308.4,1490,39.7,34,0,0,0,0,0,0,0,0.0008845505787554411,0.08845505787554411,NO ACTION,4.422752893777206,0
8626,L55805,L,297.4,308.3,1632,33.5,39,0,0,0,0,0,0,0,0.0008777332377217025,0.08777332377217024,NO ACTION,4.3886661886085125,0
8627,L55806,L,297.4,308.2,1402,49.7,41,0,0,0,0,0,0,0,0.006073201506526128,0.6073201506526128,NO ACTION,30.36600753263064,0
8628,L55807,L,297.4,308.3,1347,45.8,43,0,0,0,0,0,0,0,0.0010489642807982823,0.10489642807982823,NO ACTION,5.244821403991412,0
8629,L55808,L,297.5,308.4,1747,31.0,45,0,0,0,0,0,0,0,0.0017583063651604575,0.17583063651604575,NO ACTION,8.791531825802288,0
8630,H38043,H,297.5,308.5,1557,39.1,47,0,0,0,0,0,0,0,0.0017446881580059192,0.17446881580059193,NO ACTION,8.723440790029596,0
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0,0,0.03310118871515187,3.3101188715151872,NO ACTION,165.50594357575935,0
8632,H38045,H,297.3,308.3,1506,37.0,54,0,0,0,0,0,0,0,0.0006123722879436178,0.061237228794361775,NO ACTION,3.061861439718089,0
8633,L55812,L,297.3,308.3,1590,35.5,59,0,0,0,0,0,0,0,0.0011286880620145876,0.11286880620145875,NO ACTION,5.643440310072938,0
8634,L55813,L,297.4,308.3,1336,53.7,61,0,0,0,0,0,0,0,0.010155804524521427,1.0155804524521428,NO ACTION,50.77902262260714,0
8635,L55814,L,297.3,308.3,1411,43.2,63,0,0,0,0,0,0,0,0.0012784282081874843,0.12784282081874843,NO ACTION,6.392141040937421,0
8636,L55815,L,297.4,308.3,1704,27.3,65,0,0,0,0,0,0,0,0.0005130123381327885,0.05130123381327885,NO ACTION,2.565061690663942,0
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,0,0,0.0006484399134042215,0.06484399134042215,NO ACTION,3.2421995670211077,0
8638,L55817,L,297.5,308.5,1459,39.7,69,0,0,0,0,0,0,0,0.0009002586290679877,0.09002586290679877,NO ACTION,4.501293145339939,0
8639,L55818,L,297.6,308.5,1572,35.9,71,0,0,0,0,0,0,0,0.0012820542456966782,0.12820542456966783,NO ACTION,6.410271228483391,0
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0,0,0.03726917512227213,3.7269175122272133,NO ACTION,186.34587561136067,0
8641,L55820,L,297.6,308.6,1383,47.5,75,0,0,0,0,0,0,0,0.0034436935086562537,0.34436935086562537,NO ACTION,17.218467543281267,0
8642,M23501,M,297.6,308.5,1360,48.6,77,0,0,0,0,0,0,0,0.004024568328485691,0.4024568328485691,NO ACTION,20.122841642428455,0
8643,M23502,M,297.5,308.4,1596,36.6,80,0,0,0,0,0,0,0,0.0023171069943257396,0.23171069943257397,NO ACTION,11.585534971628698,0
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,0,0.04987613632546064,4.987613632546064,NO ACTION,249.3806816273032,0
8645,M23504,M,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,0,0.0006663852495605463,0.06663852495605463,NO ACTION,3.3319262478027314,0
8646,M23505,M,297.6,308.6,1492,35.5,88,0,0,0,0,0,0,0,0.0005278972307077109,0.05278972307077109,NO ACTION,2.6394861535385545,0
8647,L55826,L,297.5,308.6,1497,43.9,91,0,0,0,0,0,0,0,0.00534195205375541,0.534195205375541,NO ACTION,26.709760268777053,0
8648,L55827,L,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,0,0.0019946292557483296,0.19946292557483294,NO ACTION,9.973146278741648,0
8649,M23508,M,297.4,308.4,1478,46.2,95,0,0,0,0,0,0,0,0.009372306876580616,0.9372306876580616,NO ACTION,46.86153438290308,0
8650,L55829,L,297.4,308.4,1328,61.8,98,0,0,0,0,0,0,0,0.11395288299523297,11.395288299523298,NO ACTION,569.7644149761649,0
8651,H38064,H,297.4,308.3,1771,27.4,100,0,0,0,0,0,0,0,0.001793205061388674,0.1793205061388674,NO ACTION,8.96602530694337,0
8652,M23511,M,297.4,308.4,1564,35.0,105,0,0,0,0,0,0,0,0.0013301029641074966,0.13301029641074966,NO ACTION,6.6505148205374836,0
8653,H38066,H,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,0,0.0025632954630514415,0.25632954630514415,NO ACTION,12.816477315257208,0
8654,M23513,M,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,0,0.05992198015948561,5.992198015948561,NO ACTION,299.60990079742805,0
8655,M23514,M,297.4,308.4,1441,46.8,116,0,0,0,0,0,0,0,0.009557177389306323,0.9557177389306324,NO ACTION,47.78588694653162,0
8656,L55835,L,297.3,308.3,1268,60.6,119,0,0,0,0,0,0,0,0.05848340214756575,5.848340214756575,NO ACTION,292.4170107378287,0
8657,M23516,M,297.3,308.3,1697,27.4,121,0,0,0,0,0,0,0,0.00093823334178498,0.093823334178498,NO ACTION,4.6911667089249,0
8658,L55837,L,297.4,308.4,1421,46.0,124,0,0,0,0,0,0,0,0.00680775406166181,0.680775406166181,NO ACTION,34.038770308309054,0
8659,L55838,L,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,0,0.0010841804813951975,0.10841804813951975,NO ACTION,5.420902406975987,0
8660,L55839,L,297.5,308.5,1375,55.6,128,0,0,0,0,0,0,0,0.05576564671476216,5.576564671476216,NO ACTION,278.8282335738108,0
8661,L55840,L,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,0,0.008517909931423661,0.8517909931423661,NO ACTION,42.589549657118305,0
8662,L55841,L,297.4,308.5,1643,33.8,132,0,0,0,0,0,0,0,0.003066124855911229,0.3066124855911229,NO ACTION,15.330624279556146,0
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0,0,0.0016812327816954748,0.16812327816954747,NO ACTION,8.406163908477374,0
8664,L55843,L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,0,0.0013209486928455417,0.13209486928455416,NO ACTION,6.604743464227709,0
8665,H38078,H,297.5,308.6,1355,58.9,138,0,0,0,0,0,0,0,0.1080850613030247,10.80850613030247,NO ACTION,540.4253065151235,0
8666,L55845,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0,0,0.01453879531646259,1.4538795316462592,NO ACTION,72.69397658231296,0
8667,L55846,L,297.5,308.7,1407,42.5,145,0,0,0,0,0,0,0,0.002435014675736503,0.2435014675736503,NO ACTION,12.175073378682514,0
8668,M23527,M,297.5,308.8,1455,46.1,147,0,0,0,0,0,0,0,0.010512952352046204,1.0512952352046203,NO ACTION,52.56476176023102,0
8669,L55848,L,297.5,308.8,1502,45.9,150,0,0,0,0,0,0,0,0.01756556561791011,1.756556561791011,NO ACTION,87.82782808955055,0
8670,M23529,M,297.5,308.8,1471,52.3,152,0,0,0,0,0,0,0,0.06944741617797746,6.944741617797747,NO ACTION,347.2370808898873,0
8671,L55850,L,297.5,308.9,1581,30.4,155,0,0,0,0,0,0,0,0.0006104815794516922,0.06104815794516922,NO ACTION,3.052407897258461,0
8672,L55851,L,297.5,308.8,1530,37.8,157,0,0,0,0,0,0,0,0.0029151369010689382,0.2915136901068938,NO ACTION,14.575684505344691,0
8673,L55852,L,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,0,0.0076586528026520015,0.7658652802652002,NO ACTION,38.29326401326001,0
8674,L55853,L,297.4,308.6,1494,42.6,161,0,0,0,0,0,0,0,0.008354317678085605,0.8354317678085605,NO ACTION,41.77158839042802,0
8675,M23534,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0,0,0.00031378331112259507,0.03137833111225951,NO ACTION,1.5689165556129754,0
8676,H38089,H,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,0,0.002020177730747889,0.2020177730747889,NO ACTION,10.100888653739444,0
8677,M23536,M,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,0,0.012192894567902051,1.219289456790205,NO ACTION,60.96447283951026,0
8678,M23537,M,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,0,0.001630308353555507,0.16303083535555069,NO ACTION,8.151541767777534,0
8679,L55858,L,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,0,0.021715801787765332,2.171580178776533,NO ACTION,108.57900893882666,0
8680,L55859,L,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,0,0.14414475702882246,14.414475702882246,NO ACTION,720.7237851441123,0
8681,L55860,L,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,0,0.004454803736988903,0.4454803736988903,NO ACTION,22.274018684944515,0
8682,L55861,L,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,0,0.0012783351280320674,0.12783351280320673,NO ACTION,6.3916756401603365,0
8683,M23542,M,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,0,0.006237795347004048,0.6237795347004048,NO ACTION,31.18897673502024,0
8684,L55863,L,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,0,0.027235857529362136,2.7235857529362137,NO ACTION,136.17928764681068,0
